CIDB ID#,SKU,Name,Unit Cost,Measure,Unit,Hidden MU (%),MU (%),Total,Internal Notes,Description,Status,Cost Code,Supplier,Product Link
8026761,"1-1/4"" - PVC - SCH 40 - SC220906-1-11","1-1/4"" SCH 40 PVC Pipe",$1.48,1,FT,8,15,$1.84,"Original supplier name: Charlotte 1-1/4"" SCH40 PVC Pipe White Bell End 20'; Original group: Pipe; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: SC220906-1 p1 line 11; Supplier/source file: LEG AVEM Only Purchase Order SC220906-1.pdf; Price observations: 1; Range: $1.48-$1.48; All observed sources: SC220906-1 p1 line 11 ($1.48)","1-1/4"" Pipe used as installed utility piping.",Active,,,
8026762,"1-1/4"" - PVC - SCH 80 - SC220906-1-10","1-1/4"" SCH 80 PVC Pipe",$1.94,1,FT,8,15,$2.41,"Original supplier name: Charlotte 1-1/4"" SCH80 PVC Pipe Gray Bell End 20'; Original group: Pipe; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: SC220906-1 p1 line 10; Supplier/source file: LEG AVEM Only Purchase Order SC220906-1.pdf; Price observations: 1; Range: $1.94-$1.94; All observed sources: SC220906-1 p1 line 10 ($1.94)","1-1/4"" Pipe used as installed utility piping.",Active,,,
8026763,"1-1/4"" - PVC - SCH 80 - SC220906-1-88","1-1/4"" Tee PVC SCH 80",$14.10,1,EA,8,15,$17.51,Original supplier name: Spears 1-1/4 PVC TEE SOC SCH80; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: SC220906-1 p5 line 88; Supplier/source file: LEG AVEM Only Purchase Order SC220906-1.pdf; Price observations: 1; Range: $14.10-$14.10; All observed sources: SC220906-1 p5 line 88 ($14.10),Branch fitting used to connect a side line into the main pipe.,Active,,,
8026687,"1-1/4"" x 1"" - B88-455W-NL","1-1/4"" x 1"" x1-1/4"" Ball Curb Stop Valve With Lock Wing MNTP x Male NPT",$179.00,1,EA,8,15,$222.32,"Original supplier name: Ford B88-455W-NL 1-1/4""x1""x1-1/4"" Ball Curb Stop Valve w/ Lock Wing MNTP x MNPT; Original group: Valve / Appurtenance; Cost code basis: Raw item match; Source: Highest price found in Quote_QT1017895_1769642285158.pdf (QT1017895); Supplier: AVEM Water LLC; Price observations: 1","1-1/4"" x 1"" Valve/appurtenance used to control, isolate, meter, strain, or regulate the utility line.",Active,,,
8026764,"1-1/4"" x 3/4"" - PVC - SCH 80 - SC220906-1-95","1-1/4"" x 3/4"" Tee PVC SCH 80",$9.40,1,EA,8,15,$11.67,Original supplier name: Spears 1-1/4X3/4 PVC RED TEE SOC SCH80; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: SC220906-1 p5 line 95; Supplier/source file: LEG AVEM Only Purchase Order SC220906-1.pdf; Price observations: 1; Range: $9.40-$9.40; All observed sources: SC220906-1 p5 line 95 ($9.40),Branch fitting used to connect a side line into the main pipe.,Active,,,
3723838,,1-Gang 1-Rocker/1-Duplex Pass-Through Wall Plate,$40.78,1,EA,347,0,$182.29,,"User should refer to project's contract documents, drawings, and/or specifications to select material and application method acceptable to the project design team.

Pricing is suggested cost based on brands/models similar to Commercial Electric #5310-WH.",Archived,Low-Voltage Distribution Equipment (26 27 00),,
3723839,,1-Gang Audio/Video VGA Audio Wall Plate,$50.00,1,UNQ,10,20,$66.00,,,Active,TELECOM GROUNDING BUS OR TELEPHONE BACKBOARD W/ STANDOFFS,,
3723925,,1” Cement Rebar Holder,$0.33,1,EA,10,20,$0.44,,"1"" Cement Rebar Holder is a type of rebar accessorie that is used to hold the rebar in place while the cement is being poured.

2"" Cement Rebar Holder is a type of rebar accessory that is used to hold the rebar in place while the cement is being poured.

Pricing includes the cost to purchase and install (1) unit of material under normal conditions and does not include additional accessories or misc. material needed to complete installation. User should refer to project\'s contract documents, drawings, and/or specifications to select material and application method acceptable to the project design team.",Active,Concrete Accessories (03 15 00),,
8119275,BCEM014,"1/2"" Hinged Split Ring Pipe Hanger Malleable Iron Clamps (10-count)",$3.25,1,EA,0,0,$3.25,,"1/2"" Hinged Split Ring Pipe Hanger Malleable Iron Clamps (10-count) is a type of pipe hanger that is used to support pipes. It is made of malleable iron, which is a type of iron that is easy to shape. The pipe hanger is hinged, which means that it can be opened and closed. It has a split ring, which is a ring that is split into two parts. 

User should refer to project's contract documents, drawings, and/or specifications to select material and application method acceptable to the project design team.

Pricing is suggested cost based on brands/models similar to The Plumber's Choice #12HSHB-10.",Active,Field Services/Mechanical/Welding,,
7730530,,"1/2"" X 6"" X 144"" Pine Bevel Wood Siding",$2.10,1,SF,0,5,$2.21,,"1/2"" X 6"" X 144"" Pine Bevel Wood Siding is commonly used to cover the exterior of a house. It is made from pine wood that has been cut into thin strips. The strips are then glued together to form a panel. The panel is then cut into 6"" wide strips. These strips are then installed on the exterior of the house.

User should refer to project's contract documents, drawings, and/or specifications to select material and application method acceptable to the project design team.",Active,,,
8066857,BCEM014,"1/2"" Hinged Split Ring Pipe Hanger Malleable Iron Clamps (10-count)",$3.25,1,EA,0,0,$3.25,,"1/2"" Hinged Split Ring Pipe Hanger Malleable Iron Clamps (10-count) is a type of pipe hanger that is used to support pipes. It is made of malleable iron, which is a type of iron that is easy to shape. The pipe hanger is hinged, which means that it can be opened and closed. It has a split ring, which is a ring that is split into two parts. 

User should refer to project's contract documents, drawings, and/or specifications to select material and application method acceptable to the project design team.

Pricing is suggested cost based on brands/models similar to The Plumber's Choice #12HSHB-10.",Active,Field Services/Mechanical/Welding,,
8026765,"1/2"" - PVC - SCH 80 - QT1008718-62","1/2"" SCH 80 PVC Pipe",$0.81,1,FT,8,15,$1.01,"Original supplier name: 1/2"" SCH80 PVC Pipe Gray Bell End; Original group: Pipe; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p2 line 62; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 1; Range: $0.81-$0.81; All observed sources: QT1008718 p2 line 62 ($0.81)","1/2"" Pipe used as installed utility piping.",Active,,,
8026740,"1"" - QT1006776-178","1"" 45 Bend",$49.76,1,EA,8,15,$61.80,"Original supplier name: 1"" 45 Bend PJ-PVCxMIP 74750P-44; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1006776 p7 line 178; Supplier/source file: Quote_QT1006776_1559229866263-1.pdf; Price observations: 5; Range: $49.76-$49.76; All observed sources: QT1006776 p11 line 280 ($49.76); QT1006776 p12 line 311 ($49.76); QT1006776 p13 line 350 ($49.76); QT1006776 p7 line 178 ($49.76); QT1006776 p9 line 230 ($49.76)",Fitting used where the pipe changes direction.,Active,Field Services/Mechanical/Welding,Ishan pATEL (Weenggs Live),www.google.com
8026741,"1"" - QT1006776-179","1"" Adapter",$36.21,1,EA,8,15,$44.97,"Original supplier name: 1"" Adapter PJ-PVCxFIP 74754-44; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1006776 p7 line 179; Supplier/source file: Quote_QT1006776_1559229866263-1.pdf; Price observations: 5; Range: $36.21-$36.21; All observed sources: QT1006776 p11 line 281 ($36.21); QT1006776 p12 line 312 ($36.21); QT1006776 p13 line 351 ($36.21); QT1006776 p7 line 179 ($36.21); QT1006776 p9 line 231 ($36.21)",Fitting/kit used where the connection type changes or a flange is required.,Active,,,
8026742,"1"" - PVC - SCH 80 - QT1008718-118","1"" Adapter PVC SCH 80",$4.19,1,EA,8,15,$5.20,Original supplier name: Spears 1 PVC MALE ADAPTER MPTXSOC SCH80; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p3 line 118; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 1; Range: $4.19-$4.19; All observed sources: QT1008718 p3 line 118 ($4.19),Fitting/kit used where the connection type changes or a flange is required.,Active,,,
8026743,"1"" - QT1008718-122","1"" Ball Curb Stop",$176.00,1,EA,8,15,$218.59,"Original supplier name: AY McDonald 1"" Ball Curb Stop PJ-PVCxPJ-PVC; Original group: Service Connection; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p3 line 122; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 3; Range: $170.00-$176.00; All observed sources: QT1008718 p2 line 82 ($170.00); QT1008718 p3 line 122 ($176.00); QT1008718 p4 line 159 ($176.00)",Service shutoff/tap component used in water service connections.,Active,,,
8026680,"1"" - PVC - 76100-44","1"" Ball Curb Stop PJ-PVCxPJ-PVC",$220.00,1,EA,8,15,$273.24,"Original supplier name: AY McDonald 76100-44 1"" Ball Curb Stop PJ-PVCxPJ-PVC; Original group: Valve / Appurtenance; Cost code basis: Raw item match; Source: Highest price found in Quote_QT1017912_1769814667832.pdf (QT1017912); Supplier: AVEM Water LLC; Price observations: 1","1"" Valve/appurtenance used to control, isolate, meter, strain, or regulate the utility line.",Active,,,
8026744,"1"" - QT1006776-85","1"" Ball Curb Stop with Lockwing",$90.60,1,EA,8,15,$112.53,"Original supplier name: 1"" 76102W-44 Ball Curb Stop w/ Lockwing PVC X FNPT; Original group: Service Connection; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1006776 p4 line 85; Supplier/source file: Quote_QT1006776_1559229866263-1.pdf; Price observations: 8; Range: $90.60-$90.60; All observed sources: QT1006776 p11 line 283 ($90.60); QT1006776 p12 line 314 ($90.60); QT1006776 p13 line 353 ($90.60); QT1006776 p15 line 393 ($90.60); QT1006776 p4 line 85 ($90.60); QT1006776 p6 line 140 ($90.60); QT1006776 p7 line 181 ($90.60); QT1006776 p9 line 233 ($90.60)",Service shutoff/tap component used in water service connections.,Active,,,
8026745,"1"" - Brass / Stainless Steel - LA77-44-AWT-NL","1"" Brass 45 Bend",$139.54,1,EA,8,15,$173.31,"Original supplier name: Ford LA77-44-AWT-NL 1"" 45 Bend Brass PJ-PVC x PJ-PVC; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p4 line 160; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 2; Range: $119.60-$139.54; All observed sources: QT1008718 p2 line 81 ($119.60); QT1008718 p4 line 160 ($139.54)",Fitting used where the pipe changes direction.,Active,,,
8026746,"1"" - Stainless Steel / Cast Iron - QT1008718-115","1"" Combination Air Valve",$403.95,1,EA,8,15,$501.71,"Original supplier name: Val-Matic 1"" Combination Air valve. Cast iron body, 316SS trim and float, Buna-N seating, 2-3 mils universal primer; Original group: Valve / Appurtenance; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p3 line 115; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 8; Range: $232.35-$403.95; All observed sources: QT1006776 p1 line 18 ($232.35); QT1006776 p13 line 343 ($232.35); QT1006776 p14 line 383 ($232.35); QT1006776 p16 line 437 ($232.35); QT1006776 p3 line 75 ($232.35); QT1006776 p5 line 130 ($232.35); QT1006776 p9 line 223 ($232.35); QT1008718 p3 line 115 ($403.95)",Valve or valve assembly used to control flow.,Active,,,
8026717,"1"" - Cast Iron","1"" Combination Air Valve. Cast Iron Body, 316SS Trim And Float, Buna-N Seating, 2-3 Mils Uni…",$596.28,1,EA,8,15,$740.58,"Original supplier name: Val-Matic 201C.2 1"" Combination Air valve. Cast iron body, 316SS trim and float, Buna-N seating, 2-3 mils universal primer exterior and bare interior. Threaded NPT inlet and outlet, 300 PSI MWP; Original group: Valve / Appurtenance; Cost code basis: Raw item match; Source: Highest price found in Quote_QT1017912_1769814667832.pdf (QT1017912); Supplier: AVEM Water LLC; Price observations: 1","1"" Valve/appurtenance used to control, isolate, meter, strain, or regulate the utility line.",Active,,,
8026747,"1"" - 74701-44","1"" Corporation Stop",$93.70,1,EA,8,15,$116.38,"Original supplier name: AY McDonald 74701-44 1"" Plug Corporation Stop CCxPJ-PVC; Original group: Service Connection; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p2 line 79; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 8; Range: $62.49-$93.70; All observed sources: QT1006776 p11 line 279 ($62.49); QT1006776 p12 line 310 ($62.49); QT1006776 p13 line 349 ($62.49); QT1006776 p7 line 177 ($62.49); QT1006776 p9 line 229 ($62.49); QT1008718 p2 line 79 ($93.70); QT1008718 p3 line 114 ($93.70); QT1008718 p4 line 158 ($93.70)",Service shutoff/tap component used in water service connections.,Active,,,
8026748,"1"" - 74758-44","1"" Coupling",$64.60,1,EA,8,15,$80.23,"Original supplier name: AY McDonald 74758-44 1"" Coupling PJ-PVC x PJ-PVC; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p2 line 94; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 1; Range: $64.60-$64.60; All observed sources: QT1008718 p2 line 94 ($64.60)",Fitting used to join two pipe sections or transition between pipe types.,Active,,,
8026749,"1"" - PVC - SCH 80 - 829-010","1"" Coupling PVC SCH 80",$2.45,1,EA,8,15,$3.04,Original supplier name: Spears 829-010 1 PVC COUPLING SOC SCH80; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p2 line 84; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 2; Range: $2.45-$2.45; All observed sources: QT1008718 p2 line 84 ($2.45); QT1008718 p4 line 161 ($2.45),Fitting used to join two pipe sections or transition between pipe types.,Active,,,
8026726,"1""","1"" Gas Ball Valve",$140.00,1,EA,8,15,$173.88,"Original supplier name: 1"" gas ball valve; Original group: Valve / Appurtenance; Cost code basis: Raw item match; Source: Highest price found in MATERIAL LIST Jullius Sprauve .xlsx; Supplier: AVEM Water LLC; Project: Julius Sprauve PK-12; Section: MDPE Gas; Price observations: 3; Range: $140.00-$140.00","1"" Valve/appurtenance used to control, isolate, meter, strain, or regulate the utility line.",Active,,,
8026727,"1""","1"" Gas Regulator Secondary 20psi x WC 11""",$140.00,1,EA,8,15,$173.88,"Original supplier name: 1"" gas regulator secondary 20psi x WC 11""; Original group: Valve / Appurtenance; Cost code basis: Raw item match; Source: Highest price found in MATERIAL LIST Jullius Sprauve .xlsx; Supplier: AVEM Water LLC; Project: Julius Sprauve PK-12; Section: MDPE Gas; Price observations: 3; Range: $140.00-$140.00","1"" Valve/appurtenance used to control, isolate, meter, strain, or regulate the utility line.",Active,,,
8026606,"1"" - DR11","1"" Gas Utility Pipe",$1.70,1,FT,8,15,$2.11,"Original supplier name: 1"" DR11 MDPE Pipe; Original group: Pipe; Cost code basis: Raw item match; Source: Highest price found in MATERIAL LIST Jullius Sprauve .xlsx; Supplier: AVEM Water LLC; Project: Julius Sprauve PK-12; Section: MDPE Gas; Price observations: 3; Range: $1.70-$1.70","1"" Gas / Fuel Utility pipe material. Use for the main pipe run, usually measured by linear foot.",Active,,,
8026750,"1"" - PVC - SCH 80 - QT1008718-119","1"" PVC SCH 80 90 Elbow",$2.14,1,EA,8,15,$2.66,Original supplier name: Spears 1 PVC 90 ELL SOC SCH80; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p3 line 119; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 2; Range: $2.00-$2.14; All observed sources: QT1008718 p2 line 92 ($2.00); QT1008718 p3 line 119 ($2.14),Fitting used where the pipe changes direction.,Active,,,
8026751,"1"" - PVC - SCH 80 - 801-010","1"" Tee PVC SCH 80",$3.59,1,EA,8,15,$4.46,Original supplier name: Spears 801-010 1 PVC TEE SOC SCH80; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p2 line 91; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 1; Range: $3.59-$3.59; All observed sources: QT1008718 p2 line 91 ($3.59),Branch fitting used to connect a side line into the main pipe.,Active,,,
8026494,"1"" - PVC - SCH80","1"" Utility Pipe (20-ft Sticks)",$1.70,1,FT,8,15,$2.11,"Original supplier name: Charlotte PVC 10010B 1"" SCH80 PVC Pipe Gray Bell End 20'; Original group: Pipe; Cost code basis: Raw item match; Source: Highest price found in Quote_QT1017912_1769814667832.pdf (QT1017912); Supplier: AVEM Water LLC; Price observations: 1 | Price updated from quote/PO review: old $0.90 -> new $1.70; Highest price selected from quote/PO review: QT1008718 p2 line 64; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 8; Range: $0.45-$1.70; All observed sources: QT1006776 p11 line 282 ($0.45); QT1006776 p12 line 313 ($0.45); QT1006776 p13 line 352 ($0.45); QT1006776 p15 line 392 ($0.45); QT1006776 p6 line 139 ($0.45); QT1006776 p7 line 180 ($0.45); QT1006776 p9 line 232 ($0.45); QT1008718 p2 line 64 ($1.70)","1"" General Utility / Review pipe material. Use for the main pipe run, usually measured by linear foot.",Active,,,
8026753,"1"" x 3/4"" - PVC - SCH 80 - 837-131","1"" x 3/4"" Reducing Bushing PVC SCH 80",$1.63,1,EA,8,15,$2.02,Original supplier name: Spears 837-131 1X3/4 PVC RED BUSHING SPIGOTXSOC SCH80; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p2 line 85; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 1; Range: $1.63-$1.63; All observed sources: QT1008718 p2 line 85 ($1.63),Fitting used where pipe size changes.,Active,,,
8026752,"1"" x 3"" - QT1008718-117","1"" x 3"" Pipe Nipple",$6.48,1,EA,8,15,$8.05,Original supplier name: AY McDonald 2200 1X3 PIPE NIPPLE; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p3 line 117; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 1; Range: $6.48-$6.48; All observed sources: QT1008718 p3 line 117 ($6.48),Small pipe fitting used in service connection assemblies.,Active,,,
8026754,"1"" x 6"" - Brass / Stainless Steel - QT1006776-19","1"" x 6"" Brass Nipple",$10.21,1,EA,8,15,$12.68,"Original supplier name: 1""x6"" Brass Nipple No-Lead; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1006776 p1 line 19; Supplier/source file: Quote_QT1006776_1559229866263-1.pdf; Price observations: 7; Range: $10.21-$10.21; All observed sources: QT1006776 p1 line 19 ($10.21); QT1006776 p13 line 344 ($10.21); QT1006776 p14 line 384 ($10.21); QT1006776 p16 line 438 ($10.21); QT1006776 p3 line 76 ($10.21); QT1006776 p5 line 131 ($10.21); QT1006776 p9 line 224 ($10.21)",Small pipe fitting used in service connection assemblies.,Active,,,
8026755,"1"" x 6"" - QT1008718-116","1"" x 6"" Pipe Nipple",$12.40,1,EA,8,15,$15.40,Original supplier name: AY McDonald 2200 1X6 PIPE NIPPLE; Original group: Fitting; Cost code basis: Added from quote/purchase order using material description; Source: Highest price selected from quote/PO review: QT1008718 p3 line 116; Supplier/source file: Quote_QT1008718_1634743108331.pdf; Price observations: 1; Range: $12.40-$12.40; All observed sources: QT1008718 p3 line 116 ($12.40),Small pipe fitting used in service connection assemblies.,Active,,,
